"TransactionID","itemDescription"
"1057_06-01-2014","sliced cheese"
"2125_02-04-2014","soda"
"4137_23-07-2014","zwieback"
"4761_24-11-2014","margarine"
"1162_28-03-2014","male cosmetics"
"1761_26-02-2014","frozen fish"
"3507_20-07-2014","specialty chocolate"
"3104_06-02-2014","soda"
"2070_27-04-2014","cake bar"
"4266_19-02-2014","bottled beer"
"4187_04-05-2014","white bread"
"3297_29-05-2014","frozen meals"
"2618_05-01-2014","specialty chocolate"
"3895_02-06-2014","yogurt"
"4657_21-09-2014","oil"
"2042_17-04-2014","cream cheese "
"1342_03-04-2014","bottled water"
"2784_26-05-2014","domestic eggs"
"4110_25-01-2014","hygiene articles"
"2908_27-04-2014","flour"
"3489_26-08-2014","long life bakery product"
"1335_03-01-2014","domestic eggs"
"2718_07-02-2014","popcorn"
"1153_28-03-2014","canned beer"
"4165_03-04-2014","soda"
"3769_31-01-2014","domestic eggs"
"1733_27-02-2014","white bread"
"2290_23-12-2014","chocolate"
"2669_24-03-2014","cat food"
"1852_04-03-2014","canned beer"
"4515_06-03-2014","bottled water"
"4875_15-04-2014","misc. beverages"
"3437_31-10-2014","pastry"
"1494_16-05-2014","soft cheese"
"4505_30-12-2014","domestic eggs"
"2440_10-11-2014","long life bakery product"
"2603_28-06-2014","soda"
"4629_23-11-2014","fruit/vegetable juice"
"3382_01-04-2014","bottled beer"
"4509_06-06-2014","male cosmetics"
"1510_13-10-2014","kitchen towels"
"2470_12-12-2014","beverages"
"4487_08-04-2014","hard cheese"
"4574_22-11-2014","rolls/buns"
"4005_13-05-2014","newspapers"
"1379_11-06-2014","candles"
"3830_12-10-2014","newspapers"
"4812_09-06-2014","baking powder"
"3956_01-01-2014","waffles"
"4234_01-10-2014","pastry"
"3180_30-07-2014","onions"
"3300_31-07-2014","soda"
"4287_20-07-2014","soda"
"1628_10-02-2014","soda"
"2033_05-04-2014","canned beer"
"2517_17-04-2014","frozen fish"
"2430_28-01-2014","pastry"
"3108_25-03-2014","bottled beer"
"4574_18-04-2014","pastry"
"2851_05-05-2014","red/blush wine"
"4719_12-02-2014","yogurt"
"1128_27-03-2014","frozen vegetables"
"1571_17-11-2014","dishes"
"1810_30-04-2014","bottled water"
"2453_01-10-2014","sugar"
"3616_05-11-2014","curd"
"2530_06-08-2014","shopping bags"
"4617_24-11-2014","brown bread"
"2176_14-05-2014","bottled water"
"4183_19-06-2014","frozen potato products"
"2951_30-12-2014","soda"
"2587_30-10-2014","newspapers"
"4540_23-08-2014","fruit/vegetable juice"
"3024_22-12-2014","salt"
"2348_23-07-2014","chocolate"
"4559_01-09-2014","frozen vegetables"
"3213_02-07-2014","hard cheese"
"3972_14-08-2014","candy"
"4935_16-02-2014","newspapers"
"4198_10-11-2014","canned fish"
"1139_02-02-2014","canned beer"
"4959_10-10-2014","pastry"
"1550_03-09-2014","specialty chocolate"
"3536_04-04-2014","soups"
"4697_03-11-2014","shopping bags"
"3164_24-03-2014","rolls/buns"
"4640_03-11-2014","bottled water"
"2986_05-11-2014","bottled water"
"1878_22-08-2014","soups"
"1037_24-02-2014","rolls/buns"
"3863_10-03-2014","napkins"
"1534_05-11-2014","pastry"
"1109_22-11-2014","pastry"
"2381_07-05-2014","pickled vegetables"
"3787_25-09-2014","whipped/sour cream"
"4628_02-07-2014","curd"
"3157_08-10-2014","shopping bags"
"2535_29-12-2014","sweet spreads"
"1006_05-07-2014","rolls/buns"
"3897_04-11-2014","canned beer"
"2804_19-09-2014","canned beer"
"3804_21-09-2014","shopping bags"
"3060_18-08-2014","red/blush wine"
"3158_06-05-2014","frozen vegetables"
"1477_21-11-2014","other vegetables"
"4211_16-09-2014","margarine"
"4046_26-11-2014","oil"
"4836_28-05-2014","salty snack"
"3773_17-03-2014","mustard"
"1774_26-11-2014","salty snack"
"2158_23-06-2014","brown bread"
"2154_31-05-2014","bottled beer"
"1991_13-05-2014","long life bakery product"
"3502_09-09-2014","salty snack"
"3465_19-02-2014","napkins"
"1235_25-06-2014","abrasive cleaner"
"2978_27-08-2014","liquor"
"1809_02-01-2014","waffles"
"3359_25-07-2014","chewing gum"
"4877_27-08-2014","salty snack"
"3956_20-05-2014","processed cheese"
"3716_13-05-2014","canned fish"
"2408_10-11-2014","cat food"
"3549_10-06-2014","salty snack"
"1863_24-11-2014","newspapers"
"4956_04-03-2014","margarine"
"2771_25-06-2014","vinegar"
"2507_15-05-2014","canned beer"
"2193_26-11-2014","candy"
"1504_29-12-2014","chocolate"
"1393_25-06-2014","flour"
"3852_31-08-2014","rolls/buns"
"1911_10-03-2014","newspapers"
"1627_11-08-2014","fruit/vegetable juice"
"3387_09-05-2014","frozen fish"
"1931_08-12-2014","pastry"
"4316_28-02-2014","rolls/buns"
"3872_04-04-2014","yogurt"
"1492_02-05-2014","yogurt"
"2898_23-07-2014","bottled water"
"3832_12-01-2014","specialty bar"
"3887_24-09-2014","bottled water"
"1823_16-04-2014","cling film/bags"
"1418_02-12-2014","butter"
"3931_09-10-2014","canned vegetables"
"2059_15-03-2014","yogurt"
"1004_04-02-2014","tropical fruit"
"1507_04-04-2014","dessert"
"3185_04-03-2014","long life bakery product"
"3369_18-07-2014","napkins"
"3407_01-09-2014","bottled beer"
"1610_23-12-2014","cream cheese "
"2291_26-03-2014","packaged fruit/vegetables"
"4868_04-04-2014","margarine"
"1051_17-09-2014","frozen vegetables"
"1785_23-02-2014","cling film/bags"
"4097_03-10-2014","coffee"
"1207_09-12-2014","semi-finished bread"
"4002_13-01-2014","domestic eggs"
"4266_02-09-2014","Instant food products"
"2873_28-01-2014","rolls/buns"
"4220_05-05-2014","soft cheese"
"1218_28-05-2014","curd"
"4956_05-07-2014","bottled water"
"2688_23-01-2014","roll products "
"1082_13-05-2014","other vegetables"
"3844_13-11-2014","house keeping products"
"4314_05-10-2014","whole milk"
"4404_13-03-2014","flower (seeds)"
"4388_18-02-2014","butter milk"
"2547_09-03-2014","specialty chocolate"
"2157_02-06-2014","dishes"
"1118_07-11-2014","canned beer"
"3941_10-11-2014","specialty cheese"
"1799_16-12-2014","pastry"
"2869_02-08-2014","brown bread"
"3161_09-10-2014","brandy"
"3008_15-04-2014","coffee"
"1619_20-07-2014","long life bakery product"
"1970_05-06-2014","white bread"
"2860_11-01-2014","bottled water"
"3456_24-12-2014","hygiene articles"
"4394_18-07-2014","yogurt"
"1027_14-05-2014","whole milk"
"3466_31-05-2014","whole milk"
"2810_08-02-2014","salty snack"
"1023_30-12-2014","specialty bar"
"3045_29-01-2014","pet care"
"4200_23-06-2014","shopping bags"
"4280_06-09-2014","long life bakery product"
"4257_03-02-2014","napkins"
"3720_22-03-2014","pasta"
"3927_26-09-2014","brown bread"
"1269_07-10-2014","canned fruit"
"2907_19-12-2014","sugar"
"3784_30-04-2014","whipped/sour cream"
"4770_15-05-2014","soda"
"3287_13-05-2014","dessert"
"4003_14-11-2014","canned beer"
"1723_21-07-2014","shopping bags"
"3832_23-03-2014","napkins"
"3758_02-01-2014","rolls/buns"
"3881_04-06-2014","specialty chocolate"
"3596_21-01-2014","curd cheese"
"4765_08-01-2014","misc. beverages"
"4304_18-07-2014","ice cream"
"2065_28-11-2014","soda"
"1935_24-04-2014","yogurt"
"1764_20-09-2014","butter"
"3565_15-04-2014","shopping bags"
"3559_17-07-2014","chewing gum"
"2499_20-07-2014","pickled vegetables"
"1474_13-08-2014","newspapers"
"2289_05-02-2014","red/blush wine"
"1522_07-01-2014","shopping bags"
"1887_08-07-2014","napkins"
"3109_25-03-2014","brown bread"
"3998_10-09-2014","hygiene articles"
"3181_08-05-2014","zwieback"
"1813_01-12-2014","brown bread"
"3171_17-10-2014","chocolate"
"4944_20-01-2014","white bread"
"4710_17-02-2014","pickled vegetables"
"2104_02-07-2014","bottled water"
"1743_01-12-2014","specialty bar"
"2949_01-06-2014","shopping bags"
"4416_02-10-2014","pastry"
"2000_04-07-2014","fruit/vegetable juice"
"4114_27-03-2014","bottled water"
"1435_06-02-2014","soda"
"3841_29-07-2014","newspapers"
"3323_06-03-2014","rolls/buns"
"1184_24-06-2014","newspapers"
"3378_13-03-2014","rolls/buns"
"1561_17-10-2014","canned beer"
"2817_25-09-2014","beverages"
"4272_25-11-2014","other vegetables"
"4376_25-05-2014","hygiene articles"
"3867_24-07-2014","napkins"
"1702_12-01-2014","yogurt"
"2381_27-04-2014","yogurt"
"1948_23-09-2014","herbs"
"2868_22-04-2014","chocolate"
"4531_12-05-2014","soda"
"1370_09-09-2014","pastry"
"1102_30-09-2014","brown bread"
"2473_09-11-2014","white bread"
"2266_30-08-2014","whipped/sour cream"
"1655_04-11-2014","chocolate"
"2649_02-08-2014","shopping bags"
"1740_21-02-2014","dessert"
"4617_18-11-2014","berries"
"2921_04-03-2014","specialty fat"
"2533_23-12-2014","bottled water"
"3168_26-03-2014","sugar"
"2993_23-10-2014","waffles"
"4292_06-04-2014","coffee"
"1674_30-06-2014","bottled water"
"2092_01-04-2014","canned fish"
"1062_07-11-2014","ketchup"
"1015_28-06-2014","chocolate"
"4149_11-02-2014","frozen fish"
"3476_05-02-2014","chocolate marshmallow"
"4786_13-07-2014","waffles"
"2054_06-08-2014","shopping bags"
"2518_06-12-2014","white bread"
"4771_26-12-2014","newspapers"
"4666_27-09-2014","fruit/vegetable juice"
"4513_30-01-2014","shopping bags"
"1225_29-11-2014","seasonal products"
"3496_11-08-2014","candy"
"1720_13-09-2014","shopping bags"
"4091_31-03-2014","dental care"
"3477_17-07-2014","long life bakery product"
"3227_20-08-2014","soda"
"2123_06-06-2014","pastry"
"4837_17-12-2014","long life bakery product"
"4316_31-08-2014","canned beer"
"3263_30-06-2014","coffee"
"3421_13-06-2014","red/blush wine"
"4819_23-04-2014","sugar"
"1294_07-10-2014","domestic eggs"
"1309_06-05-2014","margarine"
"2589_07-06-2014","whipped/sour cream"
"1234_14-04-2014","coffee"
"2685_12-04-2014","soda"
"1395_24-11-2014","whole milk"
"2480_01-03-2014","soda"
"4303_17-01-2014","instant coffee"
"3915_24-09-2014","other vegetables"
"3646_12-05-2014","coffee"
"2443_22-05-2014","white wine"
"4616_16-10-2014","pastry"
"2325_06-05-2014","canned fruit"
"1660_15-06-2014","domestic eggs"
"3982_22-11-2014","yogurt"
"3181_07-10-2014","herbs"
"3251_20-10-2014","napkins"
"4846_28-10-2014","rolls/buns"
"4511_18-08-2014","UHT-milk"
"1689_19-09-2014","whole milk"
"3789_10-03-2014","hygiene articles"
"2737_26-12-2014","shopping bags"
"1374_01-09-2014","cream cheese "
"3948_20-02-2014","sparkling wine"
"4544_15-05-2014","candy"
"1175_28-06-2014","specialty chocolate"
"4800_29-12-2014","tea"
"1759_01-08-2014","dog food"
"2252_08-06-2014","seasonal products"
"4958_06-02-2014","margarine"
"4082_07-05-2014","dish cleaner"
"2642_15-06-2014","spices"
"1805_02-05-2014","newspapers"
"2706_03-05-2014","sliced cheese"
"3843_09-12-2014","napkins"
"1061_17-03-2014","bottled beer"
"2345_30-11-2014","rolls/buns"
"3256_10-10-2014","white bread"
"1693_09-02-2014","cream cheese "
"4275_30-10-2014","hygiene articles"
"1969_05-01-2014","cat food"
"3185_12-06-2014","candy"
"3474_29-10-2014","soda"
"4828_28-10-2014","shopping bags"
"1157_04-10-2014","napkins"
"2692_23-06-2014","soda"
"3399_25-05-2014","soda"
"3792_30-07-2014","frozen dessert"
"1077_30-08-2014","artif. sweetener"
"2711_23-10-2014","soda"
"2298_02-10-2014","specialty bar"
"1991_25-12-2014","fruit/vegetable juice"
"3821_08-03-2014","soups"
"1591_29-12-2014","photo/film"
"2966_08-10-2014","pudding powder"
"3795_04-02-2014","herbs"
"2970_11-11-2014","canned fish"
"4468_02-05-2014","dishes"
"1244_25-11-2014","bottled water"
"4121_25-07-2014","onions"
"3424_08-05-2014","whole milk"
"1341_21-04-2014","spices"
"3801_25-08-2014","pot plants"
"2230_24-07-2014","cooking chocolate"
"2323_27-12-2014","soda"
"2907_02-11-2014","frozen potato products"
"2447_26-07-2014","soda"
"4272_15-05-2014","bottled water"
"1433_22-09-2014","yogurt"
"3846_04-08-2014","curd cheese"
"4694_05-12-2014","yogurt"
"1748_27-07-2014","processed cheese"
"4410_24-11-2014","bottled beer"
"4636_26-03-2014","pastry"
"1867_19-11-2014","newspapers"
"4334_16-03-2014","pickled vegetables"
"1034_24-02-2014","yogurt"
"3461_19-05-2014","chocolate"
"2488_26-08-2014","other vegetables"
"4150_24-03-2014","red/blush wine"
"2412_12-12-2014","soda"
"3505_31-07-2014","brown bread"
"2718_11-08-2014","margarine"
"2564_14-01-2014","rolls/buns"
"2005_18-10-2014","cat food"
"3835_03-02-2014","dishes"
"2402_29-09-2014","spread cheese"
"4343_26-04-2014","soap"
"2562_30-04-2014","whole milk"
"2753_23-02-2014","whipped/sour cream"
"4553_04-11-2014","yogurt"
"3760_07-03-2014","rolls/buns"
"3729_24-12-2014","newspapers"
"1674_07-06-2014","soda"
"3817_29-12-2014","hard cheese"
"4933_02-07-2014","soda"
"3836_14-06-2014","other vegetables"
"4925_26-09-2014","bottled water"
"4886_04-07-2014","cat food"
"4504_21-01-2014","rolls/buns"
"3830_28-01-2014","candy"
"4234_22-01-2014","oil"
"1727_11-08-2014","canned fish"
"2511_10-11-2014","packaged fruit/vegetables"
"4232_07-07-2014","long life bakery product"
"3081_18-07-2014","fruit/vegetable juice"
"4906_17-07-2014","bottled water"
"4018_28-02-2014","long life bakery product"
"2890_13-02-2014","soda"
"1822_05-06-2014","pasta"
"3849_18-02-2014","female sanitary products"
"3238_03-07-2014","bottled beer"
"4458_21-03-2014","specialty chocolate"
"1522_24-12-2014","dish cleaner"
"1419_08-12-2014","brown bread"
"4652_26-08-2014","chocolate"
"3896_06-04-2014","soda"
"2754_04-06-2014","detergent"
"2068_21-07-2014","coffee"
"2522_17-07-2014","specialty bar"
"4434_28-01-2014","napkins"
"4896_05-03-2014","whipped/sour cream"
"3462_21-09-2014","fruit/vegetable juice"
"1341_08-11-2014","bottled beer"
"4036_14-06-2014","domestic eggs"
"1811_13-11-2014","butter milk"
"2247_11-08-2014","cat food"
"3727_13-07-2014","pastry"
"2626_09-08-2014","hygiene articles"
"3225_19-09-2014","whipped/sour cream"
"1483_25-01-2014","yogurt"
"2062_22-08-2014","onions"
"3310_09-09-2014","rolls/buns"
"4500_25-10-2014","misc. beverages"
"3643_06-03-2014","fruit/vegetable juice"
"1887_05-04-2014","frozen vegetables"
"2196_12-02-2014","yogurt"
"1791_02-02-2014","cake bar"
"1402_14-10-2014","rolls/buns"
"2279_03-01-2014","pot plants"
"1650_20-01-2014","rolls/buns"
"3776_02-07-2014","UHT-milk"
"3753_28-12-2014","herbs"
"4868_24-12-2014","bottled water"
"3682_24-12-2014","shopping bags"
"2344_20-11-2014","whole milk"
"2585_17-05-2014","whole milk"
"3839_21-06-2014","pasta"
"4747_11-05-2014","bottled beer"
"3900_12-06-2014","shopping bags"
"1146_21-02-2014","root vegetables"
"4683_09-07-2014","rolls/buns"
"3775_06-03-2014","whipped/sour cream"
"1816_20-06-2014","sauces"
"4624_12-06-2014","margarine"
"1108_22-05-2014","whipped/sour cream"
"3942_05-11-2014","frozen vegetables"
"3257_02-09-2014","bottled water"
"3329_09-11-2014","frozen vegetables"
"4272_14-08-2014","pastry"
"4292_16-05-2014","brown bread"
"1694_01-10-2014","rolls/buns"
"2431_17-01-2014","soda"
"1026_08-03-2014","rolls/buns"
"3137_27-02-2014","whipped/sour cream"
"4153_28-09-2014","brown bread"
"3026_30-03-2014","semi-finished bread"
"3106_20-04-2014","white wine"
"1419_12-03-2014","coffee"
"4656_02-03-2014","frozen dessert"
"3119_01-10-2014","whole milk"
"3628_01-08-2014","chocolate marshmallow"
"2236_27-11-2014","brandy"
"1472_15-02-2014","curd cheese"
"4652_11-09-2014","hygiene articles"
"3044_17-09-2014","newspapers"
"4570_04-04-2014","other vegetables"
"2855_13-06-2014","processed cheese"
"1344_28-01-2014","oil"
"1586_11-03-2014","butter"
"2390_22-10-2014","whole milk"
"1425_24-06-2014","soda"
"2736_13-05-2014","frozen vegetables"
"1621_13-02-2014","detergent"
"2904_28-09-2014","whipped/sour cream"
"1285_21-06-2014","butter"
"4251_14-11-2014","domestic eggs"
"4314_15-06-2014","newspapers"
"1037_06-06-2014","chewing gum"
"3115_29-10-2014","snack products"
"3550_17-04-2014","soda"
"1285_29-05-2014","napkins"
"2806_13-03-2014","onions"
"2751_08-02-2014","shopping bags"
"2001_05-02-2014","chocolate"
"3895_17-02-2014","other vegetables"
"3527_03-11-2014","dish cleaner"
"3033_28-02-2014","ice cream"
"2761_31-01-2014","frozen vegetables"
"1011_15-02-2014","bottled water"
"3703_30-04-2014","curd"
"3595_06-01-2014","bottled water"
"4169_09-08-2014","domestic eggs"
"2025_31-05-2014","cake bar"
"1430_12-01-2014","soft cheese"
"1410_25-12-2014","rolls/buns"
"4588_02-09-2014","mayonnaise"
"4291_07-08-2014","sugar"
"3444_08-04-2014","shopping bags"
"4134_26-12-2014","bottled water"
"2365_14-08-2014","newspapers"
"2816_18-01-2014","frozen vegetables"
"1146_28-03-2014","candy"
"2071_24-03-2014","Instant food products"
"1291_01-08-2014","mustard"
"4490_21-01-2014","whole milk"
"4280_26-06-2014","bottled water"
"2056_19-12-2014","condensed milk"
"4112_08-09-2014","bottled water"
"2416_16-02-2014","pastry"
"2955_07-06-2014","pastry"
"4403_11-01-2014","other vegetables"
"3164_24-09-2014","yogurt"
"3038_13-04-2014","soda"
"2231_22-06-2014","butter"
"2079_25-02-2014","other vegetables"
"4152_07-12-2014","rolls/buns"
"1891_05-07-2014","UHT-milk"
"3811_21-07-2014","yogurt"
"4129_10-11-2014","chewing gum"
"4016_23-07-2014","whole milk"
"2556_02-09-2014","frozen fish"
"1369_08-02-2014","white bread"
"4799_08-08-2014","other vegetables"
"3081_26-05-2014","yogurt"
"4007_05-10-2014","yogurt"
"2407_17-03-2014","other vegetables"
"1265_05-12-2014","root vegetables"
"4422_24-03-2014","curd"
"3864_12-12-2015","long life bakery product"
"2766_19-08-2015","whole milk"
"3953_13-05-2015","brown bread"
"4526_24-08-2015","rolls/buns"
"1468_09-10-2015","yogurt"
"4982_01-08-2015","butter"
"3450_27-04-2015","salty snack"
"1330_02-11-2015","roll products "
"4456_17-04-2015","dishes"
"4606_30-03-2015","fruit/vegetable juice"
"3773_27-11-2015","specialty chocolate"
"4593_12-02-2015","cream cheese "
"2244_28-01-2015","sliced cheese"
"4296_26-08-2015","oil"
"3296_02-03-2015","detergent"
"1114_10-07-2015","white bread"
"3480_07-05-2015","other vegetables"
"3842_14-10-2015","whole milk"
"1715_21-05-2015","frozen meals"
"4052_21-04-2015","shopping bags"
"2663_28-05-2015","yogurt"
"1861_19-05-2015","bottled water"
"2181_23-06-2015","pastry"
"2319_10-05-2015","yogurt"
"4277_06-12-2015","popcorn"
"2193_07-01-2015","sliced cheese"
"3589_05-10-2015","curd"
"3144_19-06-2015","margarine"
"4044_26-08-2015","napkins"
"4048_08-05-2015","domestic eggs"
"2272_31-01-2015","bottled beer"
"4637_14-05-2015","liquor"
"3640_26-01-2015","whole milk"
"2599_22-11-2015","other vegetables"
"1363_14-10-2015","canned vegetables"
"3560_27-09-2015","chocolate"
"1228_23-02-2015","bottled beer"
"3749_09-03-2015","whole milk"
"1358_29-12-2015","chocolate"
"2586_26-10-2015","whipped/sour cream"
"4626_24-12-2015","root vegetables"
"1857_10-09-2015","chocolate"
"2646_11-11-2015","specialty chocolate"
"4242_09-12-2015","canned fruit"
"2344_14-02-2015","soda"
"1646_15-08-2015","rolls/buns"
"3450_08-03-2015","salty snack"
"4645_29-12-2015","rolls/buns"
"3154_10-04-2015","sliced cheese"
